status,gap,time_s,objective_value,active_vars,instance,method,restrictions,CPLEX_settings
integer optimal solution,0.0,0.286,208.0,"{'x_1_23': 1.0, 'x_3_11': 1.0, 'x_5_3': 1.0, 'x_6_12': 1.0, 'x_8_1': 1.0, 'x_9_6': 1.0, 'x_10_15': 1.0, 'x_11_14': 1.0, 'x_12_5': 1.0, 'x_14_16': 1.0, 'x_15_22': 1.0, 'x_16_10': 1.0, 'x_17_8': 1.0, 'x_22_17': 1.0, 'x_23_9': 1.0, 'auto_11_2': 1.0, 'auto_11_18': 1.0, 'auto_11_19': 1.0, 'auto_11_21': 1.0, 'auto_11_25': 1.0, 'auto_14_4': 1.0, 'auto_14_7': 1.0, 'auto_14_13': 1.0, 'auto_14_20': 1.0, 'auto_14_24': 1.0, 'y_auto_11': 1.0, 'y_auto_14': 1.0}",small_instance,Nuevo,Precedencia=Enabled,{'ns2_hf5_cuts1_ps1'}
integer optimal solution,0.0,0.93,329.0,"{'x_1_33': 1.0, 'x_2_43': 1.0, 'x_3_28': 1.0, 'x_4_35': 1.0, 'x_5_29': 1.0, 'x_6_46': 1.0, 'x_7_20': 1.0, 'x_8_13': 1.0, 'x_9_3': 1.0, 'x_10_27': 1.0, 'x_11_23': 1.0, 'x_12_38': 1.0, 'x_13_40': 1.0, 'x_14_41': 1.0, 'x_15_50': 1.0, 'x_16_44': 1.0, 'x_17_22': 1.0, 'x_18_1': 1.0, 'x_19_34': 1.0, 'x_20_24': 1.0, 'x_21_48': 1.0, 'x_22_19': 1.0, 'x_23_17': 1.0, 'x_24_26': 1.0, 'x_25_18': 1.0, 'x_26_12': 1.0, 'x_27_7': 1.0, 'x_28_5': 1.0, 'x_29_15': 1.0, 'x_30_14': 1.0, 'x_31_16': 1.0, 'x_32_39': 1.0, 'x_33_30': 1.0, 'x_34_25': 1.0, 'x_35_31': 1.0, 'x_36_2': 1.0, 'x_37_32': 1.0, 'x_38_11': 1.0, 'x_39_42': 1.0, 'x_40_36': 1.0, 'x_41_8': 1.0, 'x_42_6': 1.0, 'x_43_45': 1.0, 'x_44_10': 1.0, 'x_45_9': 1.0, 'x_46_47': 1.0, 'x_47_4': 1.0, 'x_48_37': 1.0, 'x_49_21': 1.0, 'x_50_49': 1.0}",medium_instance,Actual,All,{'ns0_hf0_cuts0_ps1'}
integer optimal solution,0.0,0.915,329.0,"{'x_1_33': 1.0, 'x_2_43': 1.0, 'x_3_28': 1.0, 'x_4_35': 1.0, 'x_5_29': 1.0, 'x_6_46': 1.0, 'x_7_20': 1.0, 'x_8_13': 1.0, 'x_9_3': 1.0, 'x_10_27': 1.0, 'x_11_23': 1.0, 'x_12_38': 1.0, 'x_13_40': 1.0, 'x_14_41': 1.0, 'x_15_50': 1.0, 'x_16_44': 1.0, 'x_17_22': 1.0, 'x_18_1': 1.0, 'x_19_34': 1.0, 'x_20_24': 1.0, 'x_21_48': 1.0, 'x_22_19': 1.0, 'x_23_17': 1.0, 'x_24_26': 1.0, 'x_25_18': 1.0, 'x_26_12': 1.0, 'x_27_7': 1.0, 'x_28_5': 1.0, 'x_29_15': 1.0, 'x_30_14': 1.0, 'x_31_16': 1.0, 'x_32_39': 1.0, 'x_33_30': 1.0, 'x_34_25': 1.0, 'x_35_31': 1.0, 'x_36_2': 1.0, 'x_37_32': 1.0, 'x_38_11': 1.0, 'x_39_42': 1.0, 'x_40_36': 1.0, 'x_41_8': 1.0, 'x_42_6': 1.0, 'x_43_45': 1.0, 'x_44_10': 1.0, 'x_45_9': 1.0, 'x_46_47': 1.0, 'x_47_4': 1.0, 'x_48_37': 1.0, 'x_49_21': 1.0, 'x_50_49': 1.0}",medium_instance,Actual,All,{'ns0_hf10_cuts0_ps1'}
integer optimal solution,0.0,5.16,329.0,"{'x_1_33': 1.0, 'x_2_43': 1.0, 'x_3_28': 1.0, 'x_4_35': 1.0, 'x_5_29': 1.0, 'x_6_46': 1.0, 'x_7_20': 1.0, 'x_8_13': 1.0, 'x_9_3': 1.0, 'x_10_27': 1.0, 'x_11_23': 1.0, 'x_12_38': 1.0, 'x_13_40': 1.0, 'x_14_41': 1.0, 'x_15_50': 1.0, 'x_16_44': 1.0, 'x_17_22': 1.0, 'x_18_1': 1.0, 'x_19_34': 1.0, 'x_20_24': 1.0, 'x_21_48': 1.0, 'x_22_19': 1.0, 'x_23_17': 1.0, 'x_24_26': 1.0, 'x_25_18': 1.0, 'x_26_12': 1.0, 'x_27_7': 1.0, 'x_28_5': 1.0, 'x_29_15': 1.0, 'x_30_14': 1.0, 'x_31_16': 1.0, 'x_32_39': 1.0, 'x_33_30': 1.0, 'x_34_25': 1.0, 'x_35_31': 1.0, 'x_36_2': 1.0, 'x_37_32': 1.0, 'x_38_11': 1.0, 'x_39_42': 1.0, 'x_40_36': 1.0, 'x_41_8': 1.0, 'x_42_6': 1.0, 'x_43_45': 1.0, 'x_44_10': 1.0, 'x_45_9': 1.0, 'x_46_47': 1.0, 'x_47_4': 1.0, 'x_48_37': 1.0, 'x_49_21': 1.0, 'x_50_49': 1.0}",medium_instance,Actual,All,{'ns0_hf1_cuts0_ps0'}
integer optimal solution,0.0,47.626,333.0,"{'x_1_43': 1.0, 'x_2_7': 1.0, 'x_5_29': 1.0, 'x_7_20': 1.0, 'x_9_41': 1.0, 'x_10_5': 1.0, 'x_11_38': 1.0, 'x_13_40': 1.0, 'x_14_30': 1.0, 'x_15_50': 1.0, 'x_16_45': 1.0, 'x_19_34': 1.0, 'x_20_24': 1.0, 'x_21_10': 1.0, 'x_23_11': 1.0, 'x_24_13': 1.0, 'x_25_32': 1.0, 'x_28_35': 1.0, 'x_29_15': 1.0, 'x_30_33': 1.0, 'x_31_21': 1.0, 'x_32_37': 1.0, 'x_33_1': 1.0, 'x_34_25': 1.0, 'x_35_31': 1.0, 'x_37_23': 1.0, 'x_38_16': 1.0, 'x_40_19': 1.0, 'x_41_14': 1.0, 'x_42_9': 1.0, 'x_43_2': 1.0, 'x_45_28': 1.0, 'x_50_42': 1.0, 'bici_35_4': 1.0, 'bici_35_48': 1.0, 'auto_5_8': 1.0, 'auto_5_17': 1.0, 'auto_5_18': 1.0, 'auto_5_27': 1.0, 'auto_5_39': 1.0, 'auto_19_3': 1.0, 'auto_19_6': 1.0, 'auto_19_26': 1.0, 'auto_19_44': 1.0, 'auto_19_47': 1.0, 'auto_50_12': 1.0, 'auto_50_22': 1.0, 'auto_50_36': 1.0, 'auto_50_46': 1.0, 'auto_50_49': 1.0, 'y_bici_35': 1.0, 'y_auto_5': 1.0, 'y_auto_19': 1.0, 'y_auto_50': 1.0}",medium_instance,Nuevo,All,{'ns0_hf1_cuts0_ps1'}
integer optimal solution,0.0,31.976,308.99999999999983,"{'x_1_33': 1.0, 'x_2_43': 1.0, 'x_4_35': 1.0, 'x_5_29': 1.0, 'x_7_20': 1.0, 'x_8_11': 1.0, 'x_9_42': 1.0, 'x_10_27': 1.0, 'x_11_38': 1.0, 'x_12_46': 1.0, 'x_13_8': 1.0, 'x_15_50': 1.0, 'x_16_44': 1.0, 'x_17_22': 1.0, 'x_18_1': 1.0, 'x_19_34': 1.0, 'x_20_41': 1.0, 'x_21_31': 1.0, 'x_22_48': 1.0, 'x_23_17': 1.0, 'x_24_13': 1.0, 'x_25_18': 1.0, 'x_27_7': 1.0, 'x_28_5': 1.0, 'x_29_15': 1.0, 'x_30_40': 1.0, 'x_31_16': 1.0, 'x_32_37': 1.0, 'x_33_30': 1.0, 'x_34_25': 1.0, 'x_35_28': 1.0, 'x_36_2': 1.0, 'x_37_23': 1.0, 'x_38_12': 1.0, 'x_39_32': 1.0, 'x_40_36': 1.0, 'x_41_24': 1.0, 'x_42_39': 1.0, 'x_43_45': 1.0, 'x_44_10': 1.0, 'x_45_9': 1.0, 'x_46_47': 1.0, 'x_47_4': 1.0, 'x_48_21': 1.0, 'x_50_19': 1.0, 'auto_19_3': 1.0, 'auto_19_6': 1.0, 'auto_19_14': 1.0, 'auto_19_26': 1.0, 'auto_19_49': 1.0, 'y_auto_19': 1.0}",medium_instance,Nuevo,Min_No_Camion=False,{'ns0_hf1_cuts0_ps1'}
integer optimal solution,0.0,58.323,295.0,"{'x_1_33': 1.0, 'x_2_7': 1.0, 'x_4_35': 1.0, 'x_5_29': 1.0, 'x_7_47': 1.0, 'x_9_42': 1.0, 'x_10_5': 1.0, 'x_11_23': 1.0, 'x_12_38': 1.0, 'x_13_40': 1.0, 'x_14_41': 1.0, 'x_19_34': 1.0, 'x_21_10': 1.0, 'x_23_37': 1.0, 'x_25_32': 1.0, 'x_28_45': 1.0, 'x_29_4': 1.0, 'x_30_14': 1.0, 'x_32_39': 1.0, 'x_33_30': 1.0, 'x_34_25': 1.0, 'x_35_28': 1.0, 'x_37_48': 1.0, 'x_38_11': 1.0, 'x_39_13': 1.0, 'x_40_1': 1.0, 'x_41_2': 1.0, 'x_42_50': 1.0, 'x_45_9': 1.0, 'x_46_12': 1.0, 'x_47_46': 1.0, 'x_48_21': 1.0, 'x_50_19': 1.0, 'bici_45_16': 1.0, 'bici_45_49': 1.0, 'auto_1_18': 1.0, 'auto_1_26': 1.0, 'auto_1_31': 1.0, 'auto_1_43': 1.0, 'auto_1_44': 1.0, 'auto_4_8': 1.0, 'auto_4_15': 1.0, 'auto_4_17': 1.0, 'auto_4_24': 1.0, 'auto_4_36': 1.0, 'auto_46_3': 1.0, 'auto_46_6': 1.0, 'auto_46_20': 1.0, 'auto_46_22': 1.0, 'auto_46_27': 1.0, 'y_bici_45': 1.0, 'y_auto_1': 1.0, 'y_auto_4': 1.0, 'y_auto_46': 1.0}",medium_instance,Nuevo,Exclusivos=Disabled,{'ns0_hf1_cuts0_ps1'}
integer optimal solution,0.0,48.843,333.0,"{'x_1_43': 1.0, 'x_2_7': 1.0, 'x_5_29': 1.0, 'x_7_20': 1.0, 'x_9_41': 1.0, 'x_10_5': 1.0, 'x_11_38': 1.0, 'x_13_40': 1.0, 'x_14_30': 1.0, 'x_15_50': 1.0, 'x_16_45': 1.0, 'x_19_34': 1.0, 'x_20_24': 1.0, 'x_21_10': 1.0, 'x_23_11': 1.0, 'x_24_13': 1.0, 'x_25_32': 1.0, 'x_28_35': 1.0, 'x_29_15': 1.0, 'x_30_33': 1.0, 'x_31_21': 1.0, 'x_32_37': 1.0, 'x_33_1': 1.0, 'x_34_25': 1.0, 'x_35_31': 1.0, 'x_37_23': 1.0, 'x_38_16': 1.0, 'x_40_19': 1.0, 'x_41_14': 1.0, 'x_42_9': 1.0, 'x_43_2': 1.0, 'x_45_28': 1.0, 'x_50_42': 1.0, 'bici_35_4': 1.0, 'bici_35_48': 1.0, 'auto_5_8': 1.0, 'auto_5_17': 1.0, 'auto_5_18': 1.0, 'auto_5_27': 1.0, 'auto_5_39': 1.0, 'auto_19_3': 1.0, 'auto_19_6': 1.0, 'auto_19_26': 1.0, 'auto_19_44': 1.0, 'auto_19_47': 1.0, 'auto_50_12': 1.0, 'auto_50_22': 1.0, 'auto_50_36': 1.0, 'auto_50_46': 1.0, 'auto_50_49': 1.0, 'y_bici_35': 1.0, 'y_auto_5': 1.0, 'y_auto_19': 1.0, 'y_auto_50': 1.0}",medium_instance,Nuevo,Refrigerados=Disabled,{'ns0_hf1_cuts0_ps1'}
integer optimal solution,0.0,19.748,331.0,"{'x_1_43': 1.0, 'x_2_7': 1.0, 'x_5_29': 1.0, 'x_7_20': 1.0, 'x_9_42': 1.0, 'x_10_21': 1.0, 'x_11_38': 1.0, 'x_13_40': 1.0, 'x_15_2': 1.0, 'x_16_44': 1.0, 'x_19_34': 1.0, 'x_20_41': 1.0, 'x_21_31': 1.0, 'x_23_11': 1.0, 'x_24_13': 1.0, 'x_25_32': 1.0, 'x_28_5': 1.0, 'x_29_15': 1.0, 'x_30_33': 1.0, 'x_31_35': 1.0, 'x_32_37': 1.0, 'x_33_1': 1.0, 'x_34_25': 1.0, 'x_35_28': 1.0, 'x_37_23': 1.0, 'x_38_16': 1.0, 'x_40_30': 1.0, 'x_41_24': 1.0, 'x_42_50': 1.0, 'x_43_45': 1.0, 'x_44_10': 1.0, 'x_45_9': 1.0, 'x_50_19': 1.0, 'bici_16_12': 1.0, 'bici_16_48': 1.0, 'auto_28_3': 1.0, 'auto_28_17': 1.0, 'auto_28_18': 1.0, 'auto_28_22': 1.0, 'auto_28_36': 1.0, 'auto_45_6': 1.0, 'auto_45_14': 1.0, 'auto_45_26': 1.0, 'auto_45_39': 1.0, 'auto_45_47': 1.0, 'auto_50_4': 1.0, 'auto_50_8': 1.0, 'auto_50_27': 1.0, 'auto_50_46': 1.0, 'auto_50_49': 1.0, 'y_bici_16': 1.0, 'y_auto_28': 1.0, 'y_auto_45': 1.0, 'y_auto_50': 1.0}",medium_instance,Nuevo,Precedencia=Disabled,{'ns0_hf1_cuts0_ps1'}
integer optimal solution,0.0,36.416,309.0,"{'x_1_33': 1.0, 'x_2_36': 1.0, 'x_4_35': 1.0, 'x_5_29': 1.0, 'x_7_20': 1.0, 'x_8_11': 1.0, 'x_9_45': 1.0, 'x_10_27': 1.0, 'x_11_38': 1.0, 'x_12_46': 1.0, 'x_13_39': 1.0, 'x_14_41': 1.0, 'x_15_50': 1.0, 'x_16_44': 1.0, 'x_17_22': 1.0, 'x_19_34': 1.0, 'x_20_24': 1.0, 'x_21_31': 1.0, 'x_22_48': 1.0, 'x_23_17': 1.0, 'x_24_13': 1.0, 'x_25_32': 1.0, 'x_27_7': 1.0, 'x_28_5': 1.0, 'x_29_15': 1.0, 'x_30_14': 1.0, 'x_31_16': 1.0, 'x_32_37': 1.0, 'x_33_30': 1.0, 'x_34_25': 1.0, 'x_35_28': 1.0, 'x_36_40': 1.0, 'x_37_23': 1.0, 'x_38_12': 1.0, 'x_39_42': 1.0, 'x_40_1': 1.0, 'x_41_8': 1.0, 'x_42_9': 1.0, 'x_43_2': 1.0, 'x_44_10': 1.0, 'x_45_43': 1.0, 'x_46_47': 1.0, 'x_47_4': 1.0, 'x_48_21': 1.0, 'x_50_19': 1.0, 'auto_19_3': 1.0, 'auto_19_6': 1.0, 'auto_19_18': 1.0, 'auto_19_26': 1.0, 'auto_19_49': 1.0, 'y_auto_19': 1.0}",medium_instance,Nuevo,"Min_No_Camion=Disabled, Max_Bicis=25, Max_Autos=12",{'ns0_hf1_cuts0_ps1'}
integer optimal solution,0.0,39.498,283.0,"{'x_1_33': 1.0, 'x_2_7': 1.0, 'x_4_35': 1.0, 'x_5_29': 1.0, 'x_7_18': 1.0, 'x_8_11': 1.0, 'x_9_42': 1.0, 'x_10_5': 1.0, 'x_11_38': 1.0, 'x_12_46': 1.0, 'x_13_40': 1.0, 'x_14_41': 1.0, 'x_17_22': 1.0, 'x_18_1': 1.0, 'x_19_34': 1.0, 'x_21_31': 1.0, 'x_22_48': 1.0, 'x_23_17': 1.0, 'x_25_32': 1.0, 'x_28_37': 1.0, 'x_29_4': 1.0, 'x_30_14': 1.0, 'x_31_45': 1.0, 'x_32_39': 1.0, 'x_33_30': 1.0, 'x_34_25': 1.0, 'x_35_28': 1.0, 'x_36_2': 1.0, 'x_37_23': 1.0, 'x_38_12': 1.0, 'x_39_13': 1.0, 'x_40_36': 1.0, 'x_41_8': 1.0, 'x_42_50': 1.0, 'x_44_10': 1.0, 'x_45_9': 1.0, 'x_46_47': 1.0, 'x_47_44': 1.0, 'x_48_21': 1.0, 'x_50_19': 1.0, 'auto_2_15': 1.0, 'auto_2_24': 1.0, 'auto_2_27': 1.0, 'auto_2_43': 1.0, 'auto_2_49': 1.0, 'auto_42_3': 1.0, 'auto_42_6': 1.0, 'auto_42_16': 1.0, 'auto_42_20': 1.0, 'auto_42_26': 1.0, 'y_auto_2': 1.0, 'y_auto_42': 1.0}",medium_instance,Nuevo,All restrictions disabled,{'ns0_hf1_cuts0_ps1'}
integer optimal solution,0.0,21.36,309.0,"{'x_1_33': 1.0, 'x_2_43': 1.0, 'x_4_35': 1.0, 'x_5_29': 1.0, 'x_7_20': 1.0, 'x_8_11': 1.0, 'x_9_42': 1.0, 'x_10_27': 1.0, 'x_11_38': 1.0, 'x_12_46': 1.0, 'x_13_8': 1.0, 'x_15_50': 1.0, 'x_16_44': 1.0, 'x_17_22': 1.0, 'x_18_1': 1.0, 'x_19_34': 1.0, 'x_20_41': 1.0, 'x_21_31': 1.0, 'x_22_48': 1.0, 'x_23_17': 1.0, 'x_24_13': 1.0, 'x_25_18': 1.0, 'x_27_7': 1.0, 'x_28_5': 1.0, 'x_29_15': 1.0, 'x_30_40': 1.0, 'x_31_16': 1.0, 'x_32_37': 1.0, 'x_33_30': 1.0, 'x_34_25': 1.0, 'x_35_28': 1.0, 'x_36_2': 1.0, 'x_37_23': 1.0, 'x_38_12': 1.0, 'x_39_32': 1.0, 'x_40_36': 1.0, 'x_41_24': 1.0, 'x_42_39': 1.0, 'x_43_45': 1.0, 'x_44_10': 1.0, 'x_45_9': 1.0, 'x_46_47': 1.0, 'x_47_4': 1.0, 'x_48_21': 1.0, 'x_50_19': 1.0, 'auto_19_3': 1.0, 'auto_19_6': 1.0, 'auto_19_14': 1.0, 'auto_19_26': 1.0, 'auto_19_49': 1.0, 'y_auto_19': 1.0}",medium_instance,Nuevo,Exclusivos=Enabled,{'ns0_hf1_cuts0_ps1'}
integer optimal solution,0.0,39.807,283.0,"{'x_1_33': 1.0, 'x_2_7': 1.0, 'x_4_35': 1.0, 'x_5_29': 1.0, 'x_7_18': 1.0, 'x_8_11': 1.0, 'x_9_42': 1.0, 'x_10_5': 1.0, 'x_11_38': 1.0, 'x_12_46': 1.0, 'x_13_40': 1.0, 'x_14_41': 1.0, 'x_17_22': 1.0, 'x_18_1': 1.0, 'x_19_34': 1.0, 'x_21_31': 1.0, 'x_22_48': 1.0, 'x_23_17': 1.0, 'x_25_32': 1.0, 'x_28_37': 1.0, 'x_29_4': 1.0, 'x_30_14': 1.0, 'x_31_45': 1.0, 'x_32_39': 1.0, 'x_33_30': 1.0, 'x_34_25': 1.0, 'x_35_28': 1.0, 'x_36_2': 1.0, 'x_37_23': 1.0, 'x_38_12': 1.0, 'x_39_13': 1.0, 'x_40_36': 1.0, 'x_41_8': 1.0, 'x_42_50': 1.0, 'x_44_10': 1.0, 'x_45_9': 1.0, 'x_46_47': 1.0, 'x_47_44': 1.0, 'x_48_21': 1.0, 'x_50_19': 1.0, 'auto_2_15': 1.0, 'auto_2_24': 1.0, 'auto_2_27': 1.0, 'auto_2_43': 1.0, 'auto_2_49': 1.0, 'auto_42_3': 1.0, 'auto_42_6': 1.0, 'auto_42_16': 1.0, 'auto_42_20': 1.0, 'auto_42_26': 1.0, 'y_auto_2': 1.0, 'y_auto_42': 1.0}",medium_instance,Nuevo,Refrigerados=Enabled,{'ns0_hf1_cuts0_ps1'}
integer optimal solution,0.0,32.499,283.0,"{'x_1_33': 1.0, 'x_2_7': 1.0, 'x_4_35': 1.0, 'x_5_29': 1.0, 'x_7_18': 1.0, 'x_8_11': 1.0, 'x_9_42': 1.0, 'x_10_5': 1.0, 'x_11_38': 1.0, 'x_12_46': 1.0, 'x_13_40': 1.0, 'x_14_41': 1.0, 'x_17_22': 1.0, 'x_18_1': 1.0, 'x_19_34': 1.0, 'x_21_31': 1.0, 'x_22_48': 1.0, 'x_23_17': 1.0, 'x_25_32': 1.0, 'x_28_37': 1.0, 'x_29_4': 1.0, 'x_30_14': 1.0, 'x_31_45': 1.0, 'x_32_39': 1.0, 'x_33_30': 1.0, 'x_34_25': 1.0, 'x_35_28': 1.0, 'x_36_2': 1.0, 'x_37_23': 1.0, 'x_38_12': 1.0, 'x_39_13': 1.0, 'x_40_36': 1.0, 'x_41_8': 1.0, 'x_42_50': 1.0, 'x_44_10': 1.0, 'x_45_9': 1.0, 'x_46_47': 1.0, 'x_47_44': 1.0, 'x_48_21': 1.0, 'x_50_19': 1.0, 'auto_9_3': 1.0, 'auto_9_6': 1.0, 'auto_9_20': 1.0, 'auto_9_24': 1.0, 'auto_9_43': 1.0, 'auto_12_15': 1.0, 'auto_12_16': 1.0, 'auto_12_26': 1.0, 'auto_12_27': 1.0, 'auto_12_49': 1.0, 'y_auto_9': 1.0, 'y_auto_12': 1.0}",medium_instance,Nuevo,Precedencia=Enabled,{'ns0_hf1_cuts0_ps1'}
integer optimal solution,0.0,41.567,333.0,"{'x_1_43': 1.0, 'x_2_7': 1.0, 'x_5_29': 1.0, 'x_7_20': 1.0, 'x_9_41': 1.0, 'x_10_5': 1.0, 'x_11_38': 1.0, 'x_13_40': 1.0, 'x_14_30': 1.0, 'x_15_50': 1.0, 'x_16_45': 1.0, 'x_19_34': 1.0, 'x_20_24': 1.0, 'x_21_10': 1.0, 'x_23_11': 1.0, 'x_24_13': 1.0, 'x_25_32': 1.0, 'x_28_35': 1.0, 'x_29_15': 1.0, 'x_30_33': 1.0, 'x_31_21': 1.0, 'x_32_37': 1.0, 'x_33_1': 1.0, 'x_34_25': 1.0, 'x_35_31': 1.0, 'x_37_23': 1.0, 'x_38_16': 1.0, 'x_40_19': 1.0, 'x_41_14': 1.0, 'x_42_9': 1.0, 'x_43_2': 1.0, 'x_45_28': 1.0, 'x_50_42': 1.0, 'bici_29_4': 1.0, 'bici_29_27': 1.0, 'auto_5_8': 1.0, 'auto_5_12': 1.0, 'auto_5_17': 1.0, 'auto_5_22': 1.0, 'auto_5_47': 1.0, 'auto_24_6': 1.0, 'auto_24_26': 1.0, 'auto_24_39': 1.0, 'auto_24_48': 1.0, 'auto_24_49': 1.0, 'auto_31_3': 1.0, 'auto_31_18': 1.0, 'auto_31_36': 1.0, 'auto_31_44': 1.0, 'auto_31_46': 1.0, 'y_bici_29': 1.0, 'y_auto_5': 1.0, 'y_auto_24': 1.0, 'y_auto_31': 1.0}",medium_instance,Nuevo,All,{'ns1_hfA_cuts1_ps1'}
integer optimal solution,0.0,30.879,308.9999999999997,"{'x_1_33': 1.0, 'x_2_43': 1.0, 'x_4_35': 1.0, 'x_5_29': 1.0, 'x_7_20': 1.0, 'x_8_11': 1.0, 'x_9_42': 1.0, 'x_10_27': 1.0, 'x_11_38': 1.0, 'x_12_46': 1.0, 'x_13_8': 1.0, 'x_15_50': 1.0, 'x_16_44': 1.0, 'x_17_22': 1.0, 'x_18_1': 1.0, 'x_19_34': 1.0, 'x_20_41': 1.0, 'x_21_31': 1.0, 'x_22_48': 1.0, 'x_23_17': 1.0, 'x_24_13': 1.0, 'x_25_18': 1.0, 'x_27_7': 1.0, 'x_28_5': 1.0, 'x_29_15': 1.0, 'x_30_40': 1.0, 'x_31_16': 1.0, 'x_32_37': 1.0, 'x_33_30': 1.0, 'x_34_25': 1.0, 'x_35_28': 1.0, 'x_36_2': 1.0, 'x_37_23': 1.0, 'x_38_12': 1.0, 'x_39_32': 1.0, 'x_40_36': 1.0, 'x_41_24': 1.0, 'x_42_39': 1.0, 'x_43_45': 1.0, 'x_44_10': 1.0, 'x_45_9': 1.0, 'x_46_47': 1.0, 'x_47_4': 1.0, 'x_48_21': 1.0, 'x_50_19': 1.0, 'auto_19_3': 1.0, 'auto_19_6': 1.0, 'auto_19_14': 1.0, 'auto_19_26': 1.0, 'auto_19_49': 1.0, 'y_auto_19': 1.0}",medium_instance,Nuevo,Min_No_Camion=False,{'ns1_hfA_cuts1_ps1'}
integer optimal solution,0.0,33.492,295.0,"{'x_1_33': 1.0, 'x_2_7': 1.0, 'x_4_29': 1.0, 'x_5_10': 1.0, 'x_7_18': 1.0, 'x_9_42': 1.0, 'x_10_21': 1.0, 'x_11_38': 1.0, 'x_12_39': 1.0, 'x_13_40': 1.0, 'x_14_41': 1.0, 'x_18_1': 1.0, 'x_19_34': 1.0, 'x_21_31': 1.0, 'x_23_11': 1.0, 'x_25_32': 1.0, 'x_28_35': 1.0, 'x_29_5': 1.0, 'x_30_14': 1.0, 'x_31_45': 1.0, 'x_32_37': 1.0, 'x_33_30': 1.0, 'x_34_25': 1.0, 'x_35_4': 1.0, 'x_36_2': 1.0, 'x_37_23': 1.0, 'x_38_12': 1.0, 'x_39_13': 1.0, 'x_40_36': 1.0, 'x_41_28': 1.0, 'x_42_50': 1.0, 'x_45_9': 1.0, 'x_50_19': 1.0, 'bici_13_8': 1.0, 'bici_13_24': 1.0, 'auto_7_15': 1.0, 'auto_7_17': 1.0, 'auto_7_20': 1.0, 'auto_7_27': 1.0, 'auto_7_49': 1.0, 'auto_21_6': 1.0, 'auto_21_26': 1.0, 'auto_21_43': 1.0, 'auto_21_47': 1.0, 'auto_21_48': 1.0, 'auto_31_3': 1.0, 'auto_31_16': 1.0, 'auto_31_22': 1.0, 'auto_31_44': 1.0, 'auto_31_46': 1.0, 'y_bici_13': 1.0, 'y_auto_7': 1.0, 'y_auto_21': 1.0, 'y_auto_31': 1.0}",medium_instance,Nuevo,Exclusivos=Disabled,{'ns1_hfA_cuts1_ps1'}
integer optimal solution,0.0,41.189,333.0,"{'x_1_43': 1.0, 'x_2_7': 1.0, 'x_5_29': 1.0, 'x_7_20': 1.0, 'x_9_41': 1.0, 'x_10_5': 1.0, 'x_11_38': 1.0, 'x_13_40': 1.0, 'x_14_30': 1.0, 'x_15_50': 1.0, 'x_16_45': 1.0, 'x_19_34': 1.0, 'x_20_24': 1.0, 'x_21_10': 1.0, 'x_23_11': 1.0, 'x_24_13': 1.0, 'x_25_32': 1.0, 'x_28_35': 1.0, 'x_29_15': 1.0, 'x_30_33': 1.0, 'x_31_21': 1.0, 'x_32_37': 1.0, 'x_33_1': 1.0, 'x_34_25': 1.0, 'x_35_31': 1.0, 'x_37_23': 1.0, 'x_38_16': 1.0, 'x_40_19': 1.0, 'x_41_14': 1.0, 'x_42_9': 1.0, 'x_43_2': 1.0, 'x_45_28': 1.0, 'x_50_42': 1.0, 'bici_29_4': 1.0, 'bici_29_27': 1.0, 'auto_5_8': 1.0, 'auto_5_12': 1.0, 'auto_5_17': 1.0, 'auto_5_22': 1.0, 'auto_5_47': 1.0, 'auto_24_6': 1.0, 'auto_24_26': 1.0, 'auto_24_39': 1.0, 'auto_24_48': 1.0, 'auto_24_49': 1.0, 'auto_31_3': 1.0, 'auto_31_18': 1.0, 'auto_31_36': 1.0, 'auto_31_44': 1.0, 'auto_31_46': 1.0, 'y_bici_29': 1.0, 'y_auto_5': 1.0, 'y_auto_24': 1.0, 'y_auto_31': 1.0}",medium_instance,Nuevo,Refrigerados=Disabled,{'ns1_hfA_cuts1_ps1'}
